customer_id,age,gender,item_purchased,category,purchase_amount_(usd),location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,frequency_score,promo_dependency_score,spend_norm,freq_norm,prev_norm,value_score,value_tier,satisfaction_flag,defA_score,loyal_A,defB_score,loyal_B,segment
805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,1,Store Pickup,1,1,28,Venmo,Quarterly,2,1.0,0.3375,0.25,0.5510204081632653,0.3753061224489796,Mid,0,0.1377551020408163,0,0.0,0,Promo Dependent
806,41,Male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,1,Next Day Air,1,1,40,Debit Card,Monthly,3,1.0,0.125,0.5,0.7959183673469388,0.4387755102040816,Mid,1,0.3979591836734694,1,0.0,0,Promo Dependent
807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,1,Standard,1,1,46,PayPal,Quarterly,2,1.0,0.45,0.25,0.9183673469387755,0.5305102040816326,High,0,0.22959183673469388,1,0.0,0,Promo Dependent
808,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,1,Express,1,1,15,Credit Card,Weekly,5,1.0,0.8625,1.0,0.2857142857142857,0.7307142857142858,Champions,0,0.2857142857142857,1,0.0,0,Promo Dependent
809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,1,Next Day Air,1,1,38,Cash,Every 3 Months,2,1.0,0.95,0.25,0.7551020408163265,0.681530612244898,Champions,1,0.18877551020408162,0,0.0,0,Promo Dependent
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,1,Next Day Air,1,1,30,PayPal,Bi-Weekly,4,1.0,0.7625,0.75,0.5918367346938775,0.7075510204081633,Champions,1,0.44387755102040816,1,0.0,0,Promo Dependent
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,1,Store Pickup,1,1,32,Debit Card,Bi-Weekly,4,1.0,0.7875,0.75,0.6326530612244898,0.729795918367347,Champions,1,0.4744897959183674,1,0.0,0,Promo Dependent
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,1,Free Shipping,1,1,36,Venmo,Quarterly,2,1.0,0.1875,0.25,0.7142857142857143,0.3642857142857143,Low,0,0.17857142857142858,0,0.0,0,Promo Dependent
813,64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,1,Standard,1,1,32,Credit Card,Weekly,5,1.0,0.45,1.0,0.6326530612244898,0.669795918367347,Champions,0,0.6326530612244898,1,0.0,0,Promo Dependent
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,1,Store Pickup,1,1,14,Debit Card,Annually,1,1.0,0.3125,0.0,0.2653061224489796,0.2045918367346939,Low,0,0.0,0,0.0,0,Promo Dependent
815,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,1,Express,1,1,8,PayPal,Monthly,3,1.0,0.525,0.5,0.14285714285714285,0.40285714285714286,Mid,1,0.07142857142857142,0,0.0,0,Promo Dependent
816,30,Male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3.0,1,Next Day Air,1,1,27,Venmo,Bi-Weekly,4,1.0,0.8,0.75,0.5306122448979592,0.7041836734693878,Champions,0,0.3979591836734694,1,0.0,0,Promo Dependent
817,26,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,1,Store Pickup,1,1,24,Debit Card,Monthly,3,1.0,0.05,0.5,0.46938775510204084,0.3108163265306122,Low,1,0.23469387755102042,1,0.0,0,Promo Dependent
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,1,Store Pickup,1,1,30,PayPal,Fortnightly,4,1.0,0.0125,0.75,0.5918367346938775,0.40755102040816327,Mid,1,0.44387755102040816,1,0.0,0,Promo Dependent
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,1,Store Pickup,1,1,34,Debit Card,Monthly,3,1.0,0.8875,0.5,0.673469387755102,0.7070408163265306,Champions,1,0.336734693877551,1,0.0,0,Promo Dependent
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,1,Next Day Air,1,1,28,Debit Card,Quarterly,2,1.0,0.2,0.25,0.5510204081632653,0.3203061224489796,Low,1,0.1377551020408163,0,0.0,0,Promo Dependent
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,1,2-Day Shipping,1,1,27,Debit Card,Monthly,3,1.0,0.2375,0.5,0.5306122448979592,0.40418367346938777,Mid,0,0.2653061224489796,1,0.0,0,Promo Dependent
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,1,Standard,1,1,31,Credit Card,Bi-Weekly,4,1.0,0.2375,0.75,0.6122448979591837,0.503673469387755,High,1,0.45918367346938777,1,0.0,0,Promo Dependent
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,1,Standard,1,1,23,Bank Transfer,Annually,1,1.0,0.4875,0.0,0.4489795918367347,0.3296938775510204,Low,0,0.0,0,0.0,0,Promo Dependent
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,1,Free Shipping,1,1,11,Credit Card,Quarterly,2,1.0,0.0875,0.25,0.20408163265306123,0.17122448979591837,Low,0,0.05102040816326531,0,0.0,0,Promo Dependent
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3.0,1,Store Pickup,1,1,48,Cash,Quarterly,2,1.0,0.925,0.25,0.9591836734693877,0.7327551020408163,Champions,0,0.23979591836734693,1,0.0,0,Promo Dependent
826,27,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,1,Next Day Air,1,1,17,Cash,Monthly,3,1.0,0.925,0.5,0.32653061224489793,0.6179591836734694,High,1,0.16326530612244897,0,0.0,0,Promo Dependent
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,1,Standard,1,1,36,PayPal,Weekly,5,1.0,0.925,1.0,0.7142857142857143,0.8842857142857143,Champions,1,0.7142857142857143,1,0.0,0,Promo Dependent
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,1,Free Shipping,1,1,33,Bank Transfer,Fortnightly,4,1.0,0.3875,0.75,0.6530612244897959,0.5759183673469388,High,1,0.4897959183673469,1,0.0,0,Promo Dependent
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,1,2-Day Shipping,1,1,27,PayPal,Bi-Weekly,4,1.0,0.525,0.75,0.5306122448979592,0.5941836734693877,High,1,0.3979591836734694,1,0.0,0,Promo Dependent
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.8,1,2-Day Shipping,1,1,14,Credit Card,Fortnightly,4,1.0,0.4625,0.75,0.2653061224489796,0.4895918367346939,Mid,1,0.1989795918367347,0,0.0,0,Promo Dependent
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,1,Express,1,1,5,Credit Card,Annually,1,1.0,0.7,0.0,0.08163265306122448,0.30448979591836733,Low,1,0.0,0,0.0,0,Promo Dependent
832,66,Male,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,1,Express,1,1,47,Cash,Every 3 Months,2,1.0,0.5375,0.25,0.9387755102040817,0.5716326530612245,High,1,0.23469387755102042,1,0.0,0,Promo Dependent
833,58,Male,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,1,Express,1,1,28,Cash,Bi-Weekly,4,1.0,0.75,0.75,0.5510204081632653,0.6903061224489796,Champions,0,0.41326530612244894,1,0.0,0,Promo Dependent
834,43,Male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,1,Standard,1,1,11,Credit Card,Annually,1,1.0,0.6,0.0,0.20408163265306123,0.30122448979591837,Low,1,0.0,0,0.0,0,Promo Dependent
835,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,1,Free Shipping,1,1,18,Credit Card,Weekly,5,1.0,0.8625,1.0,0.3469387755102041,0.7490816326530613,Champions,0,0.3469387755102041,1,0.0,0,Promo Dependent
836,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,1,Next Day Air,1,1,21,Debit Card,Weekly,5,1.0,0.075,1.0,0.40816326530612246,0.4524489795918367,Mid,0,0.40816326530612246,1,0.0,0,Promo Dependent
837,23,Male,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,1,Store Pickup,1,1,22,Cash,Bi-Weekly,4,1.0,0.875,0.75,0.42857142857142855,0.7035714285714285,Champions,1,0.3214285714285714,1,0.0,0,Promo Dependent
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,1,Express,1,1,33,Cash,Every 3 Months,2,1.0,0.1,0.25,0.6530612244897959,0.3109183673469388,Low,1,0.16326530612244897,0,0.0,0,Promo Dependent
839,33,Male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,1,Express,1,1,49,Credit Card,Annually,1,1.0,0.1125,0.0,0.9795918367346939,0.3388775510204081,Low,1,0.0,0,0.0,0,Promo Dependent
840,48,Male,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,1,Free Shipping,1,1,10,Debit Card,Every 3 Months,2,1.0,0.1375,0.25,0.1836734693877551,0.18510204081632653,Low,0,0.04591836734693878,0,0.0,0,Promo Dependent
841,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,1,2-Day Shipping,1,1,18,PayPal,Weekly,5,1.0,0.05,1.0,0.3469387755102041,0.4240816326530612,Mid,1,0.3469387755102041,1,0.0,0,Promo Dependent
842,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,1,Store Pickup,1,1,28,PayPal,Fortnightly,4,1.0,0.85,0.75,0.5510204081632653,0.7303061224489795,Champions,0,0.41326530612244894,1,0.0,0,Promo Dependent
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,1,Express,1,1,25,PayPal,Weekly,5,1.0,0.8375,1.0,0.4897959183673469,0.7819387755102041,Champions,1,0.4897959183673469,1,0.0,0,Promo Dependent
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,1,Express,1,1,6,PayPal,Weekly,5,1.0,0.75,1.0,0.10204081632653061,0.6306122448979593,Champions,0,0.10204081632653061,0,0.0,0,Promo Dependent
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,1,Express,1,1,44,Venmo,Bi-Weekly,4,1.0,0.35,0.75,0.8775510204081632,0.628265306122449,Champions,1,0.6581632653061225,1,0.0,0,Promo Dependent
846,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,1,Standard,1,1,30,Venmo,Monthly,3,1.0,0.0125,0.5,0.5918367346938775,0.33255102040816326,Low,1,0.29591836734693877,1,0.0,0,Promo Dependent
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,1,Express,1,1,42,Debit Card,Quarterly,2,1.0,0.65,0.25,0.8367346938775511,0.5860204081632654,High,1,0.20918367346938777,0,0.0,0,Promo Dependent
848,53,Male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,1,Standard,1,1,30,PayPal,Monthly,3,1.0,0.3,0.5,0.5918367346938775,0.4475510204081633,Mid,1,0.29591836734693877,1,0.0,0,Promo Dependent
849,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,1,Store Pickup,1,1,33,Credit Card,Bi-Weekly,4,1.0,0.6625,0.75,0.6530612244897959,0.6859183673469388,Champions,1,0.4897959183673469,1,0.0,0,Promo Dependent
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,1,Express,1,1,24,PayPal,Quarterly,2,1.0,0.5125,0.25,0.46938775510204084,0.4208163265306122,Mid,1,0.11734693877551021,0,0.0,0,Promo Dependent
851,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,1,Store Pickup,1,1,13,Venmo,Monthly,3,1.0,0.0,0.5,0.24489795918367346,0.22346938775510203,Low,0,0.12244897959183673,0,0.0,0,Promo Dependent
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,1,Express,1,1,19,Debit Card,Monthly,3,1.0,0.825,0.5,0.3673469387755102,0.590204081632653,High,0,0.1836734693877551,0,0.0,0,Promo Dependent
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,1,Next Day Air,1,1,23,Debit Card,Every 3 Months,2,1.0,0.5,0.25,0.4489795918367347,0.40969387755102044,Mid,1,0.11224489795918367,0,0.0,0,Promo Dependent
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4.0,1,Free Shipping,1,1,35,Cash,Monthly,3,1.0,0.2875,0.5,0.6938775510204082,0.47316326530612246,Mid,1,0.3469387755102041,1,0.0,0,Promo Dependent
855,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,1,Free Shipping,1,1,22,Venmo,Monthly,3,1.0,0.3,0.5,0.42857142857142855,0.3985714285714286,Mid,1,0.21428571428571427,0,0.0,0,Promo Dependent
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3.0,1,2-Day Shipping,1,1,14,Credit Card,Quarterly,2,1.0,0.7,0.25,0.2653061224489796,0.43459183673469387,Mid,0,0.0663265306122449,0,0.0,0,Promo Dependent
857,55,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,1,Express,1,1,47,Debit Card,Fortnightly,4,1.0,0.1625,0.75,0.9387755102040817,0.5716326530612245,High,1,0.7040816326530612,1,0.0,0,Promo Dependent
858,43,Male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3.0,1,Standard,1,1,50,Debit Card,Every 3 Months,2,1.0,0.5,0.25,1.0,0.575,High,0,0.25,1,0.0,0,Promo Dependent
859,19,Male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,1,Free Shipping,1,1,33,PayPal,Weekly,5,1.0,0.075,1.0,0.6530612244897959,0.5259183673469388,High,0,0.6530612244897959,1,0.0,0,Promo Dependent
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4.0,1,Next Day Air,1,1,7,Debit Card,Monthly,3,1.0,0.6625,0.5,0.12244897959183673,0.45173469387755105,Mid,1,0.061224489795918366,0,0.0,0,Promo Dependent
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,1,Standard,1,1,3,Cash,Monthly,3,1.0,0.8375,0.5,0.04081632653061224,0.49724489795918364,High,1,0.02040816326530612,0,0.0,0,Promo Dependent
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.8,1,2-Day Shipping,1,1,35,Credit Card,Every 3 Months,2,1.0,1.0,0.25,0.6938775510204082,0.6831632653061225,Champions,1,0.17346938775510204,0,0.0,0,Promo Dependent
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,1,Standard,1,1,13,PayPal,Fortnightly,4,1.0,0.8,0.75,0.24489795918367346,0.6184693877551021,High,1,0.18367346938775508,0,0.0,0,Promo Dependent
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,1,Standard,1,1,42,PayPal,Fortnightly,4,1.0,0.2625,0.75,0.8367346938775511,0.5810204081632653,High,1,0.6275510204081634,1,0.0,0,Promo Dependent
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,1,Next Day Air,1,1,5,PayPal,Annually,1,1.0,0.4875,0.0,0.08163265306122448,0.21948979591836734,Low,1,0.0,0,0.0,0,Promo Dependent
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,1,Store Pickup,1,1,23,Venmo,Annually,1,1.0,0.075,0.0,0.4489795918367347,0.1646938775510204,Low,1,0.0,0,0.0,0,Promo Dependent
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,1,Free Shipping,1,1,11,PayPal,Bi-Weekly,4,1.0,0.6125,0.75,0.20408163265306123,0.5312244897959183,High,0,0.15306122448979592,0,0.0,0,Promo Dependent
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,1,Free Shipping,1,1,23,Bank Transfer,Fortnightly,4,1.0,0.0,0.75,0.4489795918367347,0.3596938775510204,Low,0,0.336734693877551,1,0.0,0,Promo Dependent
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,1,Next Day Air,1,1,2,Credit Card,Every 3 Months,2,1.0,0.7875,0.25,0.02040816326530612,0.39612244897959187,Mid,0,0.00510204081632653,0,0.0,0,Promo Dependent
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,1,2-Day Shipping,1,1,33,PayPal,Weekly,5,1.0,0.425,1.0,0.6530612244897959,0.6659183673469388,Champions,0,0.6530612244897959,1,0.0,0,Promo Dependent
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,1,Standard,1,1,6,Bank Transfer,Bi-Weekly,4,1.0,0.575,0.75,0.10204081632653061,0.4856122448979591,Mid,0,0.07653061224489796,0,0.0,0,Promo Dependent
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,1,Next Day Air,1,1,45,Debit Card,Quarterly,2,1.0,0.275,0.25,0.8979591836734694,0.4543877551020408,Mid,0,0.22448979591836735,0,0.0,0,Promo Dependent
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,1,Standard,1,1,25,Cash,Quarterly,2,1.0,0.1625,0.25,0.4897959183673469,0.2869387755102041,Low,0,0.12244897959183673,0,0.0,0,Promo Dependent
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,1,Free Shipping,1,1,24,Venmo,Quarterly,2,1.0,0.7125,0.25,0.46938775510204084,0.5008163265306123,High,1,0.11734693877551021,0,0.0,0,Promo Dependent
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,1,Free Shipping,1,1,10,Venmo,Every 3 Months,2,1.0,0.5625,0.25,0.1836734693877551,0.3551020408163265,Low,1,0.04591836734693878,0,0.0,0,Promo Dependent
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,1,Free Shipping,1,1,7,Bank Transfer,Every 3 Months,2,1.0,0.2375,0.25,0.12244897959183673,0.206734693877551,Low,1,0.030612244897959183,0,0.0,0,Promo Dependent
877,41,Male,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,1,2-Day Shipping,1,1,1,Debit Card,Weekly,5,1.0,0.3875,1.0,0.0,0.455,Mid,1,0.0,0,0.0,0,Promo Dependent
878,64,Male,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,1,Next Day Air,1,1,45,Venmo,Every 3 Months,2,1.0,0.5625,0.25,0.8979591836734694,0.5693877551020408,High,1,0.22448979591836735,0,0.0,0,Promo Dependent
879,23,Male,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,1,Express,1,1,37,Debit Card,Weekly,5,1.0,0.8625,1.0,0.7346938775510204,0.8654081632653061,Champions,1,0.7346938775510204,1,0.0,0,Promo Dependent
880,62,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,1,Free Shipping,1,1,14,PayPal,Quarterly,2,1.0,0.7,0.25,0.2653061224489796,0.43459183673469387,Mid,1,0.0663265306122449,0,0.0,0,Promo Dependent
881,39,Male,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,1,Express,1,1,25,Debit Card,Monthly,3,1.0,0.6875,0.5,0.4897959183673469,0.5719387755102041,High,0,0.24489795918367346,1,0.0,0,Promo Dependent
882,52,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,1,Next Day Air,1,1,18,Venmo,Annually,1,1.0,0.5125,0.0,0.3469387755102041,0.3090816326530612,Low,0,0.0,0,0.0,0,Promo Dependent
883,50,Male,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,1,Next Day Air,1,1,37,Cash,Every 3 Months,2,1.0,0.1875,0.25,0.7346938775510204,0.3704081632653061,Low,1,0.1836734693877551,0,0.0,0,Promo Dependent
884,28,Male,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,1,Free Shipping,1,1,30,Bank Transfer,Monthly,3,1.0,0.2125,0.5,0.5918367346938775,0.41255102040816327,Mid,1,0.29591836734693877,1,0.0,0,Promo Dependent
885,67,Male,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,1,Express,1,1,34,Bank Transfer,Weekly,5,1.0,0.8875,1.0,0.673469387755102,0.8570408163265306,Champions,1,0.673469387755102,1,0.0,0,Promo Dependent
886,41,Male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,1,Free Shipping,1,1,49,Debit Card,Every 3 Months,2,1.0,0.9875,0.25,0.9795918367346939,0.7638775510204081,Champions,1,0.24489795918367346,1,0.0,0,Promo Dependent
887,19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,1,Express,1,1,48,Bank Transfer,Monthly,3,1.0,0.425,0.5,0.9591836734693877,0.6077551020408163,High,1,0.47959183673469385,1,0.0,0,Promo Dependent
888,70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,1,2-Day Shipping,1,1,33,PayPal,Fortnightly,4,1.0,0.3375,0.75,0.6530612244897959,0.5559183673469388,High,0,0.4897959183673469,1,0.0,0,Promo Dependent
889,49,Male,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.8,1,Express,1,1,44,Cash,Annually,1,1.0,0.7125,0.0,0.8775510204081632,0.548265306122449,High,1,0.0,0,0.0,0,Promo Dependent
890,59,Male,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,1,Free Shipping,1,1,50,Venmo,Weekly,5,1.0,0.8,1.0,1.0,0.9200000000000002,Champions,0,1.0,1,0.0,0,Promo Dependent
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,1,2-Day Shipping,1,1,47,Credit Card,Monthly,3,1.0,0.3875,0.5,0.9387755102040817,0.5866326530612245,High,1,0.46938775510204084,1,0.0,0,Promo Dependent
892,20,Male,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,1,Store Pickup,1,1,24,PayPal,Every 3 Months,2,1.0,0.075,0.25,0.46938775510204084,0.24581632653061225,Low,1,0.11734693877551021,0,0.0,0,Promo Dependent
893,31,Male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,1,Free Shipping,1,1,43,Debit Card,Monthly,3,1.0,0.55,0.5,0.8571428571428571,0.6271428571428571,Champions,0,0.42857142857142855,1,0.0,0,Promo Dependent
894,33,Male,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,1,Express,1,1,14,Venmo,Monthly,3,1.0,0.3875,0.5,0.2653061224489796,0.38459183673469394,Mid,1,0.1326530612244898,0,0.0,0,Promo Dependent
895,44,Male,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,1,Free Shipping,1,1,3,Debit Card,Quarterly,2,1.0,0.5,0.25,0.04081632653061224,0.2872448979591837,Low,1,0.01020408163265306,0,0.0,0,Promo Dependent
896,40,Male,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,1,Next Day Air,1,1,33,Debit Card,Quarterly,2,1.0,0.6125,0.25,0.6530612244897959,0.5159183673469387,High,1,0.16326530612244897,0,0.0,0,Promo Dependent
897,69,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,1,Express,1,1,38,Cash,Fortnightly,4,1.0,0.1125,0.75,0.7551020408163265,0.4965306122448979,High,1,0.5663265306122449,1,0.0,0,Promo Dependent
898,29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,1,Express,1,1,46,Venmo,Weekly,5,1.0,0.8875,1.0,0.9183673469387755,0.9305102040816327,Champions,0,0.9183673469387755,1,0.0,0,Promo Dependent
899,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,1,2-Day Shipping,1,1,19,Bank Transfer,Every 3 Months,2,1.0,0.625,0.25,0.3673469387755102,0.43520408163265306,Mid,1,0.09183673469387756,0,0.0,0,Promo Dependent
900,65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4.0,1,Standard,1,1,20,PayPal,Annually,1,1.0,0.475,0.0,0.3877551020408163,0.3063265306122449,Low,1,0.0,0,0.0,0,Promo Dependent
901,54,Male,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,1,Free Shipping,1,1,42,Bank Transfer,Quarterly,2,1.0,0.975,0.25,0.8367346938775511,0.7160204081632653,Champions,0,0.20918367346938777,0,0.0,0,Promo Dependent
902,60,Male,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,1,2-Day Shipping,1,1,34,Cash,Monthly,3,1.0,0.6,0.5,0.673469387755102,0.5920408163265306,High,1,0.336734693877551,1,0.0,0,Promo Dependent
903,43,Male,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,1,Next Day Air,1,1,5,Cash,Monthly,3,1.0,0.3,0.5,0.08163265306122448,0.2944897959183674,Low,0,0.04081632653061224,0,0.0,0,Promo Dependent
904,44,Male,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,1,Express,1,1,3,PayPal,Quarterly,2,1.0,0.3125,0.25,0.04081632653061224,0.2122448979591837,Low,0,0.01020408163265306,0,0.0,0,Promo Dependent
905,69,Male,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,1,Free Shipping,1,1,46,PayPal,Every 3 Months,2,1.0,0.9875,0.25,0.9183673469387755,0.7455102040816326,Champions,0,0.22959183673469388,1,0.0,0,Promo Dependent
906,46,Male,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,1,Standard,1,1,16,Venmo,Annually,1,1.0,0.6,0.0,0.30612244897959184,0.33183673469387753,Low,0,0.0,0,0.0,0,Promo Dependent
907,41,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,1,Standard,1,1,21,Debit Card,Bi-Weekly,4,1.0,0.45,0.75,0.40816326530612246,0.5274489795918368,High,1,0.30612244897959184,1,0.0,0,Promo Dependent
908,32,Male,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,1,Express,1,1,34,Credit Card,Bi-Weekly,4,1.0,0.2875,0.75,0.673469387755102,0.5420408163265306,High,1,0.5051020408163265,1,0.0,0,Promo Dependent
909,26,Male,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,1,Free Shipping,1,1,9,PayPal,Every 3 Months,2,1.0,0.9875,0.25,0.16326530612244897,0.5189795918367347,High,1,0.04081632653061224,0,0.0,0,Promo Dependent
910,61,Male,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,1,Express,1,1,36,PayPal,Weekly,5,1.0,0.45,1.0,0.7142857142857143,0.6942857142857143,Champions,0,0.7142857142857143,1,0.0,0,Promo Dependent
911,49,Male,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,1,Express,1,1,22,Credit Card,Monthly,3,1.0,0.0625,0.5,0.42857142857142855,0.30357142857142855,Low,0,0.21428571428571427,0,0.0,0,Promo Dependent
912,53,Male,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,1,2-Day Shipping,1,1,2,Bank Transfer,Quarterly,2,1.0,0.675,0.25,0.02040816326530612,0.3511224489795919,Low,0,0.00510204081632653,0,0.0,0,Promo Dependent
913,24,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,1,Next Day Air,1,1,32,Bank Transfer,Monthly,3,1.0,0.45,0.5,0.6326530612244898,0.519795918367347,High,0,0.3163265306122449,1,0.0,0,Promo Dependent
